Start profiling...
STAGE:2023-03-21 23:08:33 15306:15306 ActivityProfilerController.cpp:294] Completed Stage: Warm Up
STAGE:2023-03-21 23:08:37 15306:15306 ActivityProfilerController.cpp:300] Completed Stage: Collection
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
Train Epoch: 3 [29440/60000 (49%)]	Loss: 0.004405
Train Epoch: 3 [30080/60000 (50%)]	Loss: 0.021965
Train Epoch: 3 [30720/60000 (51%)]	Loss: 0.013421
Train Epoch: 3 [31360/60000 (52%)]	Loss: 0.074052
Train Epoch: 3 [32000/60000 (53%)]	Loss: 0.011771
Train Epoch: 3 [32640/60000 (54%)]	Loss: 0.012354
Train Epoch: 3 [33280/60000 (55%)]	Loss: 0.011908
Train Epoch: 3 [33920/60000 (57%)]	Loss: 0.100113
Train Epoch: 3 [34560/60000 (58%)]	Loss: 0.049408
Train Epoch: 3 [35200/60000 (59%)]	Loss: 0.055586
Train Epoch: 3 [35840/60000 (60%)]	Loss: 0.017403
Train Epoch: 3 [36480/60000 (61%)]	Loss: 0.016551
Train Epoch: 3 [37120/60000 (62%)]	Loss: 0.010297
Train Epoch: 3 [37760/60000 (63%)]	Loss: 0.021901
Train Epoch: 3 [38400/60000 (64%)]	Loss: 0.029843
Train Epoch: 3 [39040/60000 (65%)]	Loss: 0.050890
Train Epoch: 3 [39680/60000 (66%)]	Loss: 0.062780
Train Epoch: 3 [40320/60000 (67%)]	Loss: 0.137627
Train Epoch: 3 [40960/60000 (68%)]	Loss: 0.060234
Train Epoch: 3 [41600/60000 (69%)]	Loss: 0.033319
Train Epoch: 3 [42240/60000 (70%)]	Loss: 0.039756
Train Epoch: 3 [42880/60000 (71%)]	Loss: 0.063746
Train Epoch: 3 [43520/60000 (72%)]	Loss: 0.103668
Train Epoch: 3 [44160/60000 (74%)]	Loss: 0.015272
Train Epoch: 3 [44800/60000 (75%)]	Loss: 0.048755
Train Epoch: 3 [45440/60000 (76%)]	Loss: 0.004809
Train Epoch: 3 [46080/60000 (77%)]	Loss: 0.080566
Train Epoch: 3 [46720/60000 (78%)]	Loss: 0.033957
Train Epoch: 3 [47360/60000 (79%)]	Loss: 0.014532
Train Epoch: 3 [48000/60000 (80%)]	Loss: 0.008375
Train Epoch: 3 [48640/60000 (81%)]	Loss: 0.008667
Train Epoch: 3 [49280/60000 (82%)]	Loss: 0.004124
Train Epoch: 3 [49920/60000 (83%)]	Loss: 0.050270
Train Epoch: 3 [50560/60000 (84%)]	Loss: 0.026518
Train Epoch: 3 [51200/60000 (85%)]	Loss: 0.001125
Train Epoch: 3 [51840/60000 (86%)]	Loss: 0.015612
Train Epoch: 3 [52480/60000 (87%)]	Loss: 0.061394
Train Epoch: 3 [53120/60000 (88%)]	Loss: 0.175805
Train Epoch: 3 [53760/60000 (90%)]	Loss: 0.017941
Train Epoch: 3 [54400/60000 (91%)]	Loss: 0.155197
Train Epoch: 3 [55040/60000 (92%)]	Loss: 0.024139
Train Epoch: 3 [55680/60000 (93%)]	Loss: 0.040281
Train Epoch: 3 [56320/60000 (94%)]	Loss: 0.003431
Train Epoch: 3 [56960/60000 (95%)]	Loss: 0.104609
Train Epoch: 3 [57600/60000 (96%)]	Loss: 0.020952
Train Epoch: 3 [58240/60000 (97%)]	Loss: 0.103364
Train Epoch: 3 [58880/60000 (98%)]	Loss: 0.076738
Train Epoch: 3 [59520/60000 (99%)]	Loss: 0.095942

Test set: Average loss: 0.0325, Accuracy: 9898/10000 (99%)

Train Epoch: 4 [0/60000 (0%)]	Loss: 0.122549
Train Epoch: 4 [640/60000 (1%)]	Loss: 0.117000
Train Epoch: 4 [1280/60000 (2%)]	Loss: 0.002507
Train Epoch: 4 [1920/60000 (3%)]	Loss: 0.112282
Train Epoch: 4 [2560/60000 (4%)]	Loss: 0.119100
Train Epoch: 4 [3200/60000 (5%)]	Loss: 0.010794
Train Epoch: 4 [3840/60000 (6%)]	Loss: 0.082834
Train Epoch: 4 [4480/60000 (7%)]	Loss: 0.034048
Train Epoch: 4 [5120/60000 (9%)]	Loss: 0.022871
Train Epoch: 4 [5760/60000 (10%)]	Loss: 0.002267
Train Epoch: 4 [6400/60000 (11%)]	Loss: 0.018105
Train Epoch: 4 [7040/60000 (12%)]	Loss: 0.148843
Train Epoch: 4 [7680/60000 (13%)]	Loss: 0.117329
Train Epoch: 4 [8320/60000 (14%)]	Loss: 0.086641
Train Epoch: 4 [8960/60000 (15%)]	Loss: 0.015132
Train Epoch: 4 [9600/60000 (16%)]	Loss: 0.008776
Train Epoch: 4 [10240/60000 (17%)]	Loss: 0.035157
Train Epoch: 4 [10880/60000 (18%)]	Loss: 0.136241
Train Epoch: 4 [11520/60000 (19%)]	Loss: 0.041007
Train Epoch: 4 [12160/60000 (20%)]	Loss: 0.048195
Train Epoch: 4 [12800/60000 (21%)]	Loss: 0.038639
Train Epoch: 4 [13440/60000 (22%)]	Loss: 0.146642
Train Epoch: 4 [14080/60000 (23%)]	Loss: 0.015602
Train Epoch: 4 [14720/60000 (25%)]	Loss: 0.172513
Train Epoch: 4 [15360/60000 (26%)]	Loss: 0.012697
Train Epoch: 4 [16000/60000 (27%)]	Loss: 0.015410
Train Epoch: 4 [16640/60000 (28%)]	Loss: 0.057474
Train Epoch: 4 [17280/60000 (29%)]	Loss: 0.003967
Train Epoch: 4 [17920/60000 (30%)]	Loss: 0.026414
Train Epoch: 4 [18560/60000 (31%)]	Loss: 0.003179
Train Epoch: 4 [19200/60000 (32%)]	Loss: 0.004842
Train Epoch: 4 [19840/60000 (33%)]	Loss: 0.049706
Train Epoch: 4 [20480/60000 (34%)]	Loss: 0.002921
Train Epoch: 4 [21120/60000 (35%)]	Loss: 0.054344
Train Epoch: 4 [21760/60000 (36%)]	Loss: 0.007948
Train Epoch: 4 [22400/60000 (37%)]	Loss: 0.024065
Train Epoch: 4 [23040/60000 (38%)]	Loss: 0.086524
Train Epoch: 4 [23680/60000 (39%)]	Loss: 0.097852
Train Epoch: 4 [24320/60000 (41%)]	Loss: 0.033311
Train Epoch: 4 [24960/60000 (42%)]	Loss: 0.020550
Train Epoch: 4 [25600/60000 (43%)]	Loss: 0.012181
Train Epoch: 4 [26240/60000 (44%)]	Loss: 0.079418
Train Epoch: 4 [26880/60000 (45%)]	Loss: 0.005654
Train Epoch: 4 [27520/60000 (46%)]	Loss: 0.031235
Train Epoch: 4 [28160/60000 (47%)]	Loss: 0.006374
Train Epoch: 4 [28800/60000 (48%)]	Loss: 0.045844
Train Epoch: 4 [29440/60000 (49%)]	Loss: 0.036076
Train Epoch: 4 [30080/60000 (50%)]	Loss: 0.093431
Train Epoch: 4 [30720/60000 (51%)]	Loss: 0.034449
Train Epoch: 4 [31360/60000 (52%)]	Loss: 0.025098
Train Epoch: 4 [32000/60000 (53%)]	Loss: 0.004950
Train Epoch: 4 [32640/60000 (54%)]	Loss: 0.064777
Train Epoch: 4 [33280/60000 (55%)]	Loss: 0.070781
Train Epoch: 4 [33920/60000 (57%)]	Loss: 0.034150
Train Epoch: 4 [34560/60000 (58%)]	Loss: 0.042030
Train Epoch: 4 [35200/60000 (59%)]	Loss: 0.054962
Train Epoch: 4 [35840/60000 (60%)]	Loss: 0.037015
Train Epoch: 4 [36480/60000 (61%)]	Loss: 0.011080
Train Epoch: 4 [37120/60000 (62%)]	Loss: 0.002175
Train Epoch: 4 [37760/60000 (63%)]	Loss: 0.085843
Train Epoch: 4 [38400/60000 (64%)]	Loss: 0.016507
Train Epoch: 4 [39040/60000 (65%)]	Loss: 0.010380
Train Epoch: 4 [39680/60000 (66%)]	Loss: 0.005821
Train Epoch: 4 [40320/60000 (67%)]	Loss: 0.014978
Train Epoch: 4 [40960/60000 (68%)]	Loss: 0.179542
Train Epoch: 4 [41600/60000 (69%)]	Loss: 0.110832
Train Epoch: 4 [42240/60000 (70%)]	Loss: 0.003574
Train Epoch: 4 [42880/60000 (71%)]	Loss: 0.074313
Train Epoch: 4 [43520/60000 (72%)]	Loss: 0.022735
Train Epoch: 4 [44160/60000 (74%)]	Loss: 0.045957
Train Epoch: 4 [44800/60000 (75%)]	Loss: 0.129348
Train Epoch: 4 [45440/60000 (76%)]	Loss: 0.219319
Train Epoch: 4 [46080/60000 (77%)]	Loss: 0.016025
Train Epoch: 4 [46720/60000 (78%)]	Loss: 0.010300
Train Epoch: 4 [47360/60000 (79%)]	Loss: 0.028467
Train Epoch: 4 [48000/60000 (80%)]	Loss: 0.016696
Train Epoch: 4 [48640/60000 (81%)]	Loss: 0.019081
Train Epoch: 4 [49280/60000 (82%)]	Loss: 0.189363
Train Epoch: 4 [49920/60000 (83%)]	Loss: 0.018264
Train Epoch: 4 [50560/60000 (84%)]	Loss: 0.007802
Train Epoch: 4 [51200/60000 (85%)]	Loss: 0.014434
Train Epoch: 4 [51840/60000 (86%)]	Loss: 0.138427
Train Epoch: 4 [52480/60000 (87%)]	Loss: 0.100503
Train Epoch: 4 [53120/60000 (88%)]	Loss: 0.022396
Train Epoch: 4 [53760/60000 (90%)]	Loss: 0.022280
Train Epoch: 4 [54400/60000 (91%)]	Loss: 0.050560
Train Epoch: 4 [55040/60000 (92%)]	Loss: 0.030960
Train Epoch: 4 [55680/60000 (93%)]	Loss: 0.003791
Train Epoch: 4 [56320/60000 (94%)]	Loss: 0.071768
Train Epoch: 4 [56960/60000 (95%)]	Loss: 0.014016
Train Epoch: 4 [57600/60000 (96%)]	Loss: 0.034047
Train Epoch: 4 [58240/60000 (97%)]	Loss: 0.043529
Train Epoch: 4 [58880/60000 (98%)]	Loss: 0.068191
Train Epoch: 4 [59520/60000 (99%)]	Loss: 0.022509

Test set: Average loss: 0.0307, Accuracy: 9898/10000 (99%)

Train Epoch: 5 [0/60000 (0%)]	Loss: 0.006152
Train Epoch: 5 [640/60000 (1%)]	Loss: 0.009487
Train Epoch: 5 [1280/60000 (2%)]	Loss: 0.065090
Train Epoch: 5 [1920/60000 (3%)]	Loss: 0.008853
Train Epoch: 5 [2560/60000 (4%)]	Loss: 0.020169
Train Epoch: 5 [3200/60000 (5%)]	Loss: 0.020259
Train Epoch: 5 [3840/60000 (6%)]	Loss: 0.013121
Train Epoch: 5 [4480/60000 (7%)]	Loss: 0.052865
Train Epoch: 5 [5120/60000 (9%)]	Loss: 0.031830
Train Epoch: 5 [5760/60000 (10%)]	Loss: 0.075612
Train Epoch: 5 [6400/60000 (11%)]	Loss: 0.004991
Train Epoch: 5 [7040/60000 (12%)]	Loss: 0.027170
Train Epoch: 5 [7680/60000 (13%)]	Loss: 0.005851
Train Epoch: 5 [8320/60000 (14%)]	Loss: 0.055554
Train Epoch: 5 [8960/60000 (15%)]	Loss: 0.042260
Train Epoch: 5 [9600/60000 (16%)]	Loss: 0.017691
Train Epoch: 5 [10240/60000 (17%)]	Loss: 0.009163
Train Epoch: 5 [10880/60000 (18%)]	Loss: 0.026021
Train Epoch: 5 [11520/60000 (19%)]	Loss: 0.054110
Train Epoch: 5 [12160/60000 (20%)]	Loss: 0.005244
Train Epoch: 5 [12800/60000 (21%)]	Loss: 0.105684
Train Epoch: 5 [13440/60000 (22%)]	Loss: 0.028416
Train Epoch: 5 [14080/60000 (23%)]	Loss: 0.011260
Train Epoch: 5 [14720/60000 (25%)]	Loss: 0.017494
Train Epoch: 5 [15360/60000 (26%)]	Loss: 0.014763
Train Epoch: 5 [16000/60000 (27%)]	Loss: 0.037918
Train Epoch: 5 [16640/60000 (28%)]	Loss: 0.023538
Train Epoch: 5 [17280/60000 (29%)]	Loss: 0.095970
Train Epoch: 5 [17920/60000 (30%)]	Loss: 0.062213
Train Epoch: 5 [18560/60000 (31%)]	Loss: 0.014162
Train Epoch: 5 [19200/60000 (32%)]	Loss: 0.029346
Train Epoch: 5 [19840/60000 (33%)]	Loss: 0.159697
Train Epoch: 5 [20480/60000 (34%)]	Loss: 0.023661
Train Epoch: 5 [21120/60000 (35%)]	Loss: 0.002524
Train Epoch: 5 [21760/60000 (36%)]	Loss: 0.019129
Train Epoch: 5 [22400/60000 (37%)]	Loss: 0.001517
Train Epoch: 5 [23040/60000 (38%)]	Loss: 0.016290
Train Epoch: 5 [23680/60000 (39%)]	Loss: 0.164528
Train Epoch: 5 [24320/60000 (41%)]	Loss: 0.022107
Train Epoch: 5 [24960/60000 (42%)]	Loss: 0.002544
Train Epoch: 5 [25600/60000 (43%)]	Loss: 0.009711
Train Epoch: 5 [26240/60000 (44%)]	Loss: 0.006790
Train Epoch: 5 [26880/60000 (45%)]	Loss: 0.008302
Train Epoch: 5 [27520/60000 (46%)]	Loss: 0.005429
Train Epoch: 5 [28160/60000 (47%)]	Loss: 0.017412
Train Epoch: 5 [28800/60000 (48%)]	Loss: 0.018261
Train Epoch: 5 [29440/60000 (49%)]	Loss: 0.044625
Train Epoch: 5 [30080/60000 (50%)]	Loss: 0.026597
Train Epoch: 5 [30720/60000 (51%)]	Loss: 0.074513
Train Epoch: 5 [31360/60000 (52%)]	Loss: 0.017133
Train Epoch: 5 [32000/60000 (53%)]	Loss: 0.007529
Train Epoch: 5 [32640/60000 (54%)]	Loss: 0.008550
Train Epoch: 5 [33280/60000 (55%)]	Loss: 0.039757
Train Epoch: 5 [33920/60000 (57%)]	Loss: 0.010490
Train Epoch: 5 [34560/60000 (58%)]	Loss: 0.024690
Train Epoch: 5 [35200/60000 (59%)]	Loss: 0.002554
Train Epoch: 5 [35840/60000 (60%)]	Loss: 0.024566
Train Epoch: 5 [36480/60000 (61%)]	Loss: 0.030927
Train Epoch: 5 [37120/60000 (62%)]	Loss: 0.300771
Train Epoch: 5 [37760/60000 (63%)]	Loss: 0.019060
Train Epoch: 5 [38400/60000 (64%)]	Loss: 0.059910
Train Epoch: 5 [39040/60000 (65%)]	Loss: 0.030493
Train Epoch: 5 [39680/60000 (66%)]	Loss: 0.047387
Train Epoch: 5 [40320/60000 (67%)]	Loss: 0.032698
Train Epoch: 5 [40960/60000 (68%)]	Loss: 0.140301
Train Epoch: 5 [41600/60000 (69%)]	Loss: 0.014994
Train Epoch: 5 [42240/60000 (70%)]	Loss: 0.081615
Train Epoch: 5 [42880/60000 (71%)]	Loss: 0.085140
Train Epoch: 5 [43520/60000 (72%)]	Loss: 0.008024
Train Epoch: 5 [44160/60000 (74%)]	Loss: 0.109142
Train Epoch: 5 [44800/60000 (75%)]	Loss: 0.056935
Train Epoch: 5 [45440/60000 (76%)]	Loss: 0.002934
Train Epoch: 5 [46080/60000 (77%)]	Loss: 0.009325
Train Epoch: 5 [46720/60000 (78%)]	Loss: 0.063934
Train Epoch: 5 [47360/60000 (79%)]	Loss: 0.025881
Train Epoch: 5 [48000/60000 (80%)]	Loss: 0.009530
Train Epoch: 5 [48640/60000 (81%)]	Loss: 0.009220
Train Epoch: 5 [49280/60000 (82%)]	Loss: 0.021130
Train Epoch: 5 [49920/60000 (83%)]	Loss: 0.015570
Train Epoch: 5 [50560/60000 (84%)]	Loss: 0.028654
Train Epoch: 5 [51200/60000 (85%)]	Loss: 0.126278
Train Epoch: 5 [51840/60000 (86%)]	Loss: 0.015641
Train Epoch: 5 [52480/60000 (87%)]	Loss: 0.003678
Train Epoch: 5 [53120/60000 (88%)]	Loss: 0.090390
Train Epoch: 5 [53760/60000 (90%)]	Loss: 0.012312
Train Epoch: 5 [54400/60000 (91%)]	Loss: 0.010498
Train Epoch: 5 [55040/60000 (92%)]	Loss: 0.005454
Train Epoch: 5 [55680/60000 (93%)]	Loss: 0.018003
Train Epoch: 5 [56320/60000 (94%)]	Loss: 0.008349
Train Epoch: 5 [56960/60000 (95%)]	Loss: 0.013407
Train Epoch: 5 [57600/60000 (96%)]	Loss: 0.034264
Train Epoch: 5 [58240/60000 (97%)]	Loss: 0.072249
Train Epoch: 5 [58880/60000 (98%)]	Loss: 0.024799
Train Epoch: 5 [59520/60000 (99%)]	Loss: 0.007218

Test set: Average loss: 0.0317, Accuracy: 9896/10000 (99%)

Train Epoch: 6 [0/60000 (0%)]	Loss: 0.063661
Train Epoch: 6 [640/60000 (1%)]	Loss: 0.060659
Train Epoch: 6 [1280/60000 (2%)]	Loss: 0.027199
Train Epoch: 6 [1920/60000 (3%)]	Loss: 0.019426
Train Epoch: 6 [2560/60000 (4%)]	Loss: 0.009970
Train Epoch: 6 [3200/60000 (5%)]	Loss: 0.002699
Train Epoch: 6 [3840/60000 (6%)]	Loss: 0.002793
Train Epoch: 6 [4480/60000 (7%)]	Loss: 0.004929
Train Epoch: 6 [5120/60000 (9%)]	Loss: 0.019529
Train Epoch: 6 [5760/60000 (10%)]	Loss: 0.047859
Train Epoch: 6 [6400/60000 (11%)]	Loss: 0.013844
Train Epoch: 6 [7040/60000 (12%)]	Loss: 0.006825
Train Epoch: 6 [7680/60000 (13%)]	Loss: 0.037560
Train Epoch: 6 [8320/60000 (14%)]	Loss: 0.020319
Train Epoch: 6 [8960/60000 (15%)]	Loss: 0.003465
Train Epoch: 6 [9600/60000 (16%)]	Loss: 0.044924
Train Epoch: 6 [10240/60000 (17%)]	Loss: 0.005074
Train Epoch: 6 [10880/60000 (18%)]	Loss: 0.161369
Train Epoch: 6 [11520/60000 (19%)]	Loss: 0.016537
Train Epoch: 6 [12160/60000 (20%)]	Loss: 0.004979
Train Epoch: 6 [12800/60000 (21%)]	Loss: 0.049250
Train Epoch: 6 [13440/60000 (22%)]	Loss: 0.082962
Train Epoch: 6 [14080/60000 (23%)]	Loss: 0.037973
Train Epoch: 6 [14720/60000 (25%)]	Loss: 0.006417
Train Epoch: 6 [15360/60000 (26%)]	Loss: 0.017541
Train Epoch: 6 [16000/60000 (27%)]	Loss: 0.169641
Train Epoch: 6 [16640/60000 (28%)]	Loss: 0.023815
Train Epoch: 6 [17280/60000 (29%)]	Loss: 0.035004
Train Epoch: 6 [17920/60000 (30%)]	Loss: 0.002531
Train Epoch: 6 [18560/60000 (31%)]	Loss: 0.004285
Train Epoch: 6 [19200/60000 (32%)]	Loss: 0.020578
Train Epoch: 6 [19840/60000 (33%)]	Loss: 0.014051
Train Epoch: 6 [20480/60000 (34%)]	Loss: 0.026110
Train Epoch: 6 [21120/60000 (35%)]	Loss: 0.006926
Train Epoch: 6 [21760/60000 (36%)]	Loss: 0.001984
Train Epoch: 6 [22400/60000 (37%)]	Loss: 0.005841
Train Epoch: 6 [23040/60000 (38%)]	Loss: 0.065134
Train Epoch: 6 [23680/60000 (39%)]	Loss: 0.018589
Train Epoch: 6 [24320/60000 (41%)]	Loss: 0.005095
Train Epoch: 6 [24960/60000 (42%)]	Loss: 0.033130
Train Epoch: 6 [25600/60000 (43%)]	Loss: 0.003682
Train Epoch: 6 [26240/60000 (44%)]	Loss: 0.049007
Train Epoch: 6 [26880/60000 (45%)]	Loss: 0.002214
Train Epoch: 6 [27520/60000 (46%)]	Loss: 0.029662
Train Epoch: 6 [28160/60000 (47%)]	Loss: 0.216969
Train Epoch: 6 [28800/60000 (48%)]	Loss: 0.006345
Train Epoch: 6 [29440/60000 (49%)]	Loss: 0.072024
Train Epoch: 6 [30080/60000 (50%)]	Loss: 0.191802
Train Epoch: 6 [30720/60000 (51%)]	Loss: 0.024540
Train Epoch: 6 [31360/60000 (52%)]	Loss: 0.031191
Train Epoch: 6 [32000/60000 (53%)]	Loss: 0.095810
Train Epoch: 6 [32640/60000 (54%)]	Loss: 0.250574
Train Epoch: 6 [33280/60000 (55%)]	Loss: 0.018039
Train Epoch: 6 [33920/60000 (57%)]	Loss: 0.015079
Train Epoch: 6 [34560/60000 (58%)]	Loss: 0.047701
Train Epoch: 6 [35200/60000 (59%)]	Loss: 0.004174
Train Epoch: 6 [35840/60000 (60%)]	Loss: 0.027680
Train Epoch: 6 [36480/60000 (61%)]	Loss: 0.093703
Train Epoch: 6 [37120/60000 (62%)]	Loss: 0.039112
Train Epoch: 6 [37760/60000 (63%)]	Loss: 0.343795
Train Epoch: 6 [38400/60000 (64%)]	Loss: 0.012530
Train Epoch: 6 [39040/60000 (65%)]	Loss: 0.024128
Train Epoch: 6 [39680/60000 (66%)]	Loss: 0.000956
Train Epoch: 6 [40320/60000 (67%)]	Loss: 0.009740
Train Epoch: 6 [40960/60000 (68%)]	Loss: 0.009339
Train Epoch: 6 [41600/60000 (69%)]	Loss: 0.018996
Train Epoch: 6 [42240/60000 (70%)]	Loss: 0.120120
Train Epoch: 6 [42880/60000 (71%)]	Loss: 0.009493
Train Epoch: 6 [43520/60000 (72%)]	Loss: 0.010672
Train Epoch: 6 [44160/60000 (74%)]	Loss: 0.042933
Train Epoch: 6 [44800/60000 (75%)]	Loss: 0.017237
Train Epoch: 6 [45440/60000 (76%)]	Loss: 0.018055
Train Epoch: 6 [46080/60000 (77%)]	Loss: 0.200207
Train Epoch: 6 [46720/60000 (78%)]	Loss: 0.050203
Train Epoch: 6 [47360/60000 (79%)]	Loss: 0.002323
Train Epoch: 6 [48000/60000 (80%)]	Loss: 0.057235
Train Epoch: 6 [48640/60000 (81%)]	Loss: 0.081416
Train Epoch: 6 [49280/60000 (82%)]	Loss: 0.039516
Train Epoch: 6 [49920/60000 (83%)]	Loss: 0.014651
Train Epoch: 6 [50560/60000 (84%)]	Loss: 0.013851
Train Epoch: 6 [51200/60000 (85%)]	Loss: 0.069459
Train Epoch: 6 [51840/60000 (86%)]	Loss: 0.044102
Train Epoch: 6 [52480/60000 (87%)]	Loss: 0.003872
Train Epoch: 6 [53120/60000 (88%)]	Loss: 0.058367
Train Epoch: 6 [53760/60000 (90%)]	Loss: 0.029146
Train Epoch: 6 [54400/60000 (91%)]	Loss: 0.020767
Train Epoch: 6 [55040/60000 (92%)]	Loss: 0.002166
Train Epoch: 6 [55680/60000 (93%)]	Loss: 0.013735
Train Epoch: 6 [56320/60000 (94%)]	Loss: 0.015584
Train Epoch: 6 [56960/60000 (95%)]	Loss: 0.121306
Train Epoch: 6 [57600/60000 (96%)]	Loss: 0.041502
Train Epoch: 6 [58240/60000 (97%)]	Loss: 0.068622
Train Epoch: 6 [58880/60000 (98%)]	Loss: 0.016813
Train Epoch: 6 [59520/60000 (99%)]	Loss: 0.018047

Test set: Average loss: 0.0286, Accuracy: 9907/10000 (99%)

Train Epoch: 7 [0/60000 (0%)]	Loss: 0.144451
Train Epoch: 7 [640/60000 (1%)]	Loss: 0.011551
Train Epoch: 7 [1280/60000 (2%)]	Loss: 0.007192
Train Epoch: 7 [1920/60000 (3%)]	Loss: 0.003225
Train Epoch: 7 [2560/60000 (4%)]	Loss: 0.009737
Train Epoch: 7 [3200/60000 (5%)]	Loss: 0.014816
Train Epoch: 7 [3840/60000 (6%)]	Loss: 0.002814
Train Epoch: 7 [4480/60000 (7%)]	Loss: 0.003146
Train Epoch: 7 [5120/60000 (9%)]	Loss: 0.004265
Train Epoch: 7 [5760/60000 (10%)]	Loss: 0.025564
Train Epoch: 7 [6400/60000 (11%)]	Loss: 0.020524
Train Epoch: 7 [7040/60000 (12%)]	Loss: 0.031324
Train Epoch: 7 [7680/60000 (13%)]	Loss: 0.004504
Train Epoch: 7 [8320/60000 (14%)]	Loss: 0.020777
Train Epoch: 7 [8960/60000 (15%)]	Loss: 0.007233
Train Epoch: 7 [9600/60000 (16%)]	Loss: 0.031190
Train Epoch: 7 [10240/60000 (17%)]	Loss: 0.002593
Train Epoch: 7 [10880/60000 (18%)]	Loss: 0.014770
Train Epoch: 7 [11520/60000 (19%)]	Loss: 0.005861
Train Epoch: 7 [12160/60000 (20%)]	Loss: 0.018560
Train Epoch: 7 [12800/60000 (21%)]	Loss: 0.013415
Train Epoch: 7 [13440/60000 (22%)]	Loss: 0.072988
Train Epoch: 7 [14080/60000 (23%)]	Loss: 0.028935
Train Epoch: 7 [14720/60000 (25%)]	Loss: 0.070891
Train Epoch: 7 [15360/60000 (26%)]	Loss: 0.018431
Train Epoch: 7 [16000/60000 (27%)]	Loss: 0.061996
Train Epoch: 7 [16640/60000 (28%)]	Loss: 0.032698
Train Epoch: 7 [17280/60000 (29%)]	Loss: 0.073492
Train Epoch: 7 [17920/60000 (30%)]	Loss: 0.001989
Train Epoch: 7 [18560/60000 (31%)]	Loss: 0.005773
Train Epoch: 7 [19200/60000 (32%)]	Loss: 0.003785
Train Epoch: 7 [19840/60000 (33%)]	Loss: 0.018474
Train Epoch: 7 [20480/60000 (34%)]	Loss: 0.034219
Train Epoch: 7 [21120/60000 (35%)]	Loss: 0.035061
Train Epoch: 7 [21760/60000 (36%)]	Loss: 0.050448
Train Epoch: 7 [22400/60000 (37%)]	Loss: 0.003336
Train Epoch: 7 [23040/60000 (38%)]	Loss: 0.002271
Train Epoch: 7 [23680/60000 (39%)]	Loss: 0.019669
Train Epoch: 7 [24320/60000 (41%)]	Loss: 0.004965
Train Epoch: 7 [24960/60000 (42%)]	Loss: 0.001550
Train Epoch: 7 [25600/60000 (43%)]	Loss: 0.125902
Train Epoch: 7 [26240/60000 (44%)]	Loss: 0.111100
Train Epoch: 7 [26880/60000 (45%)]	Loss: 0.017783
Train Epoch: 7 [27520/60000 (46%)]	Loss: 0.004856
Train Epoch: 7 [28160/60000 (47%)]	Loss: 0.049035
Train Epoch: 7 [28800/60000 (48%)]	Loss: 0.060558
Train Epoch: 7 [29440/60000 (49%)]	Loss: 0.020467
Train Epoch: 7 [30080/60000 (50%)]	Loss: 0.023849
Train Epoch: 7 [30720/60000 (51%)]	Loss: 0.006511
Train Epoch: 7 [31360/60000 (52%)]	Loss: 0.003639
Train Epoch: 7 [32000/60000 (53%)]	Loss: 0.071070
Train Epoch: 7 [32640/60000 (54%)]	Loss: 0.008831
Train Epoch: 7 [33280/60000 (55%)]	Loss: 0.117587
Train Epoch: 7 [33920/60000 (57%)]	Loss: 0.015748
Train Epoch: 7 [34560/60000 (58%)]	Loss: 0.097485
Train Epoch: 7 [35200/60000 (59%)]	Loss: 0.002801
Train Epoch: 7 [35840/60000 (60%)]	Loss: 0.020147
Train Epoch: 7 [36480/60000 (61%)]	Loss: 0.014408
Train Epoch: 7 [37120/60000 (62%)]	Loss: 0.112696
Train Epoch: 7 [37760/60000 (63%)]	Loss: 0.014869
Train Epoch: 7 [38400/60000 (64%)]	Loss: 0.009984
Train Epoch: 7 [39040/60000 (65%)]	Loss: 0.013754
Train Epoch: 7 [39680/60000 (66%)]	Loss: 0.009104
Train Epoch: 7 [40320/60000 (67%)]	Loss: 0.000752
Train Epoch: 7 [40960/60000 (68%)]	Loss: 0.016029
Train Epoch: 7 [41600/60000 (69%)]	Loss: 0.004631
Train Epoch: 7 [42240/60000 (70%)]	Loss: 0.027439
Train Epoch: 7 [42880/60000 (71%)]	Loss: 0.001818
Train Epoch: 7 [43520/60000 (72%)]	Loss: 0.002179
Train Epoch: 7 [44160/60000 (74%)]	Loss: 0.012421
Train Epoch: 7 [44800/60000 (75%)]	Loss: 0.003448
Train Epoch: 7 [45440/60000 (76%)]	Loss: 0.166270
Train Epoch: 7 [46080/60000 (77%)]	Loss: 0.013394
Train Epoch: 7 [46720/60000 (78%)]	Loss: 0.001357
Train Epoch: 7 [47360/60000 (79%)]	Loss: 0.197314
Train Epoch: 7 [48000/60000 (80%)]	Loss: 0.064935
Train Epoch: 7 [48640/60000 (81%)]	Loss: 0.003836
Train Epoch: 7 [49280/60000 (82%)]	Loss: 0.016577
Train Epoch: 7 [49920/60000 (83%)]	Loss: 0.145372
Train Epoch: 7 [50560/60000 (84%)]	Loss: 0.069175
Train Epoch: 7 [51200/60000 (85%)]	Loss: 0.005198
Train Epoch: 7 [51840/60000 (86%)]	Loss: 0.033158
Train Epoch: 7 [52480/60000 (87%)]	Loss: 0.083679
